course_name,course_url,course_logo_url,category,difficulty,description,rating,enrollment_count
Docencia con pedagogía activa mediada con tecnología digital,https://www.coursera.org/learn/docencia-con-pedagogia-activa-mediada-con-tecnologia-digital,https://s3.amazonaws.com/coursera-course-photos/b3/00f1ccf4674e59a7d21477f3c042ef/Logo-curso-3.png,Digital Transformation,INTERMEDIATE,Technology Strategies,4.2,16
Lesson Planning with the ELL in Mind,https://www.coursera.org/learn/ell-lesson,https://s3.amazonaws.com/coursera-course-photos/77/1bc09060b611e5811dd5a4da6fc7d1/Class.jpg,Lesson Planning,MIXED,"Cultural Diversity, Teaching, Curriculum Development, Differentiated Instruction, Language Learning, Instructional Strategies, Grammar, Vocabulary, Literacy",4.7,197
Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,https://www.coursera.org/learn/health-service-delivery-and-human-resources,https://s3.amazonaws.com/coursera-course-photos/f7/26b540c96a4e318cf43abfa4c4d814/Health-Systems-Development.png,Health Systems,BEGINNER,"Health Assessment, Health Care, Health Care Administration, Primary Care, Healthcare Industry Knowledge, Policty Analysis, Research, and Development",4.7,59
Fundamentals of Big Data,https://www.coursera.org/learn/fundamentals-of-big-data,https://s3.amazonaws.com/coursera-course-photos/1a/2e47c381e14a22b0f843f3e662c0f5/noun_data-analytic_2602248.png,Big Data,MIXED,"Analytics, Data Processing, Data Analysis, Data Strategy, Data Storage, Data Management, Data Infrastructure, Unstructured Data, Real Time Data",4.1,26
Gérer les crises de demain,https://www.coursera.org/learn/gerer-les-crises-de-demain,https://s3.amazonaws.com/coursera-course-photos/d9/28d39161954ca8a1427f5514f49a9b/vignette-MANAGEMENT-ET-SOCIETE.jpg,Crisis Management,BEGINNER,"Performance Management, Contingency Planning, Business Continuity, Emergency Response, Risk Management, Organizational Effectiveness, Communication, Public Affairs, Complex Problem Solving, Decision Making",4.7,9
Global Warming II: Create Your Own Models in Python,https://www.coursera.org/learn/global-warming-model,https://s3.amazonaws.com/coursera-course-photos/fb/23d9e0b57511e5ac993db8020e54a5/coursera2-2016-square.jpg,Mathematical Modeling,MIXED,"Environmental Issue, NumPy, Physical Science, Jupyter, Time Series Analysis and Forecasting, Simulations, Numerical Analysis, Environment, Interactive Data Visualization",4.1,53
CI/CD for Software Developers,https://www.coursera.org/learn/codio-cicd-for-software-developers,https://s3.amazonaws.com/coursera-course-photos/31/856c93886142ba8e3e4492a1d4fcdc/CI_CD-Placeholder.png,CI/CD,INTERMEDIATE,"Continuous Integration, Continuous Deployment, Application Deployment, GitHub, Software Development Tools, Version Control, DevOps, Automation, Application Security, Software Quality Assurance",3.3,7
Marketing Channel Governance,https://www.coursera.org/learn/marketingchannelgovernance,https://s3.amazonaws.com/coursera-course-photos/18/d4766005364b8eaa8546e6506cf57e/SJ_Coursera_thumbnail6.jpg,Marketing Channel,INTERMEDIATE,"Marketing Strategies, Strategic Marketing, E-Commerce, New Business Development, B2B Sales, Business Relationship Management, Market Dynamics, Brand Management, Strategic Partnership, Sales Process",4.7,3
Data Collection and Root Cause Analysis,https://www.coursera.org/learn/data-collection-and-root-cause-analysis,https://s3.amazonaws.com/coursera-course-photos/dc/2e69f3f0854c179334585c932f8c34/Course-2-Logo-image.jpg,Root Cause Analysis,BEGINNER,"Correlation Analysis, Regression Analysis, Statistical Methods, Data Collection, Descriptive Statistics, Probability & Statistics, Statistical Analysis, Process Analysis, Lean Six Sigma, Data Analysis, Process Improvement, Statistical Inference, Process Capability, Statistical Process Controls, Pareto Chart",5,4
Las organizaciones en el siglo XXI y su relevancia social,https://www.coursera.org/learn/las-organizaciones-en-el-siglo-xxi-y-su-relevancia-social,https://s3.amazonaws.com/coursera-course-photos/74/826fba52af4f7b81a0b4a6f9dee2ae/Logo-PTO1.png,Business Ethics,BEGINNER,"Industrial and Organizational Psychology, Conflict Management, Organizational Leadership, Organizational Structure, Social Sciences, Human Relations Movement, Psychology, Innovation, Culture",4.8,11
AWS Data Collection and Storage,https://www.coursera.org/learn/packt-aws-data-collection-and-storage-bjwsr,https://s3.amazonaws.com/coursera-course-photos/5a/a15da7cfc54e008909a573cb70a1db/V14933.jpg,Amazon DynamoDB,BEGINNER,"Amazon S3, AWS Kinesis, Amazon CloudWatch, Cloud Storage, Data Pipelines, Data Management, Data Storage Technologies, Data Storage, Real Time Data, Cloud Security, Scalability, Encryption",5,1
Marketing en Redes Sociales Proyecto Final,https://www.coursera.org/learn/redes-sociales-proyecto,https://s3.amazonaws.com/coursera-course-photos/39/b4b530622e11e596206f61de9603fb/_36BE8990A015282709F5124CA4CA45D5E8C5673DF24CFF9BE0_pimgpsh_fullsize_distr.png,Persona Development,BEGINNER,"Performance Metric, Social Media Strategy, Target Audience, Social Media Marketing, Business Marketing, Goal Setting, Social Media Management, Active Listening, B2B Sales, Content Strategy, Marketing Analytics, Marketing Strategy and Techniques",4.5,98
Interventions and Calibration,https://www.coursera.org/learn/interventions-and-calibration,https://s3.amazonaws.com/coursera-course-photos/cc/ebc517974b4303a0978edcdb4b8b3c/Infectious-Disease-Modelling-2-.jpg,Mathematical Modeling,INTERMEDIATE,"Epidemiology, Infectious Diseases, Simulations, Statistical Modeling, R Programming, Differential Equations, Statistical Methods, Probability",4.7,56
Intel®  AI Win Recipes,https://www.coursera.org/learn/intel-ai-win-recipes,https://s3.amazonaws.com/coursera-course-photos/f0/14228ee952487a9a094e5f700c3929/Intel-r---AI-Win-Recipes.jpg,Artificial Intelligence,BEGINNER,"Business Technologies, Complex Problem Solving, Digital Transformation, Technology Strategies, Artificial Intelligence and Machine Learning (AI/ML), Business Intelligence, Strategic Thinking, Customer Success Management",4.4,9
Teradata,https://www.coursera.org/specializations/teradata,https://d15cw65ipctsrr.cloudfront.net/65/9bb53b28874fd5b5973d96f60b7576/Tera-Data-Main.png,Teradata SQL,INTERMEDIATE,"Performance Tuning, Stored Procedure, Transaction Processing, Solution Design, Data Security, SQL, Query Languages, Extract, Transform, Load, Database Management, Data Storage, Data Management, Data Architecture, Data Access, Relational Databases, Database Design, Database Architecture and Administration, Data Import/Export, System Implementation, Data Processing",1,1
ChatGPT Voice-Powered Chatbot Build with React and FastAPI,https://www.coursera.org/learn/packt-chatgpt-voice-powered-chatbot-build-with-react-and-fastapi-fsitd,https://s3.amazonaws.com/coursera-course-photos/04/22e94251bc4ca8a5191df281f2cc1e/V21200.jpg,Full-Stack Web Development,INTERMEDIATE,"ChatGPT, Web Development, Web Applications, Front-End Web Development, Development Environment, Back-End Web Development, OpenAI, Web Frameworks, Generative AI, React.js, Artificial Intelligence, Application Programming Interface (API), Application Deployment, Persona Development",5,2
Managing Big Data in Clusters and Cloud Storage,https://www.coursera.org/learn/cloud-storage-big-data-analysis-sql,https://s3.amazonaws.com/coursera-course-photos/e5/5c8e006e4f11e89553693807ce5e87/Cloudera_Image_bank-16_C3logo.jpg,Apache Hive,BEGINNER,"Database Management, SQL, Big Data, Database Systems, Data Management, Amazon S3, Query Languages, Data Storage Technologies, Cloud Storage, Data Import/Export, Performance Tuning, File Management, Command-Line Interface",4.7,295
Conspiracy Planet,https://www.coursera.org/learn/conspiracy-planet,https://s3.amazonaws.com/coursera-course-photos/d9/2a565453d949bf91fa2de4180a87f3/Conspiracies.png,Research,BEGINNER,"Critical Thinking, Storytelling, Systems Thinking, Analysis, Culture, Political Sciences, Social Sciences, Media and Communications",4.4,38
Strategic Management for Churches,https://www.coursera.org/learn/strategy-management-church-theology,https://s3.amazonaws.com/coursera-course-photos/9f/4d046783c948eca1d6b74e66a80f25/Church-Admin-Course-2_Strat-Mgmt_Icon_800x800.jpg,Strategic Leadership,BEGINNER,"Organizational Strategy, Administration, Culture, Organizational Leadership, Business Management, Leadership, Business Strategies, Performance Metric, Goal Setting, Storytelling",5,10
React avanzado,https://www.coursera.org/learn/advanced-react-es,https://s3.amazonaws.com/coursera-course-photos/bf/0b0c4e3cb74bd59cf0eb5d448e355a/front-end-dev6.png,React.js,INTERMEDIATE,"Jest (JavaScript Testing Framework), Web Development Tools, Unit Testing, JavaScript Frameworks, Front-End Web Development, Web Applications, Javascript, UI Components, Software Design Patterns, API Design",4.3,10
Deep Learning Essentials,https://www.coursera.org/learn/deep-learning-essentials,https://s3.amazonaws.com/coursera-course-photos/38/9d2e910ec7462584f57528c0d7507e/1200-x-1200_Deep-Learning-Essentials.png,PyTorch (Machine Learning Library),INTERMEDIATE,"Deep Learning, Data Processing, Artificial Neural Networks, Machine Learning Algorithms, Supervised Learning, Machine Learning, Network Architecture",5,3
"Go Essentials: Concurrency, gRPC & More",https://www.coursera.org/learn/packt-go-essentials-a-practical-guide-to-concurrency-grpc-and-more-dzeka,https://s3.amazonaws.com/coursera-course-photos/79/2f794b03274c70bf4019bbc24cefb5/V31724.jpg,Go (Programming Language),INTERMEDIATE,"Software Design Patterns, Debugging, Unit Testing, Object Oriented Programming (OOP), Software Design, Web Development, Web Applications, Data Structures, Development Environment, Programming Principles, JSON, Command-Line Interface, Servers",,0
Population Health: Alternative Payment Models,https://www.coursera.org/learn/alternative-payment-models,https://s3.amazonaws.com/coursera-course-photos/1d/e7cfac0c0949758904fd6c76e196cf/Coursera-elements-APM.png,Health Care Administration,BEGINNER,"Strategic Leadership, Behavioral Economics, Health Systems, Payment Systems, Performance Measurement, Health Care, Program Implementation, Consumer Behaviour, Business Modeling, Risk Management, Cost Reduction, Quality Improvement, Accountability, Decision Making",4.8,65
Estructuras y gestión de bases de datos con MySQL,https://www.coursera.org/learn/database-structures-and-management-with-mysql-es,https://s3.amazonaws.com/coursera-course-photos/5b/29787d7f8d490387dc88f0902509ca/DBA2.jpg,MySQL,BEGINNER,"SQL, Database Design, Relational Databases, Database Management Systems, Databases, Database Architecture and Administration, Query Languages, Stored Procedure, Data Manipulation",4.8,5
Intermediate Selenium WebDriver and Automation,https://www.coursera.org/learn/packt-intermediate-selenium-webdriver-and-automation-4toso,https://s3.amazonaws.com/coursera-course-photos/92/22089777bb486a90caf7ff49ba8b36/V10348.jpg,Selenium (Software),INTERMEDIATE,"Test Automation, Browser Compatibility, Scripting, Software Testing, Javascript, Cascading Style Sheets (CSS), Web Development Tools, Automation, File Management, Mac OS, Debugging, Software Installation, System Configuration",4,1
Ethics of Technology,https://www.coursera.org/learn/ethical-use-of-technology,https://s3.amazonaws.com/coursera-course-photos/af/26f03c62ce4009b2a9a65435a99dcc/Technology.png,Data Ethics,BEGINNER,"Analytics, Data Analysis, Ethical Standards And Conduct, Machine Learning, Business Ethics, Artificial Intelligence and Machine Learning (AI/ML), Information Privacy, Artificial Intelligence, Technology Strategies, Social Justice",4.8,26
Logistic Regression and Prediction for Health Data,https://www.coursera.org/learn/logistic-regression-prediction-health-data,https://s3.amazonaws.com/coursera-course-photos/f3/ad30bcf27f4e1d8133ea092ba2470b/Icon-Design---FInal_Course-3.png,Statistical Inference,INTERMEDIATE,"Predictive Analytics, R Programming, Predictive Modeling, Probability & Statistics, Classification And Regression Tree (CART), Statistical Modeling, Statistical Methods, Biostatistics, Statistical Machine Learning, Regression Analysis, Statistical Analysis, Statistics, Statistical Hypothesis Testing, Applied Machine Learning, Descriptive Statistics, Exploratory Data Analysis, Health Care",5,2
Uso de datos en las organizaciones del S.XXI,https://www.coursera.org/learn/uso-de-datos-en-las-organizaciones-del-siglo-xxi,https://s3.amazonaws.com/coursera-course-photos/9d/4ea48592e14a1c94159b8265d4c07a/04-IMAGEN-LOGOTIPO-DEL-CURSO-1200-x-1200---CON-TITULO-fotor-2023112016225.jpg,Data Collection,BEGINNER,"Business Intelligence, Data-Driven Decision-Making, Data Analysis, Business Analytics, Data Ethics, Analytics, Big Data, Business Process, Small Data, Diversity and Inclusion, Organizational Effectiveness, Data Quality, Market Opportunities",4.7,18
Estrategia de Canales,https://www.coursera.org/learn/estrategia-de-canales,https://s3.amazonaws.com/coursera-course-photos/84/9e6188458949149181225c552bb8c4/estrategia-de-canales-2-principal.jpg,Marketing Channel,BEGINNER,"Consumer Behaviour, Point of Sale, Customer Analysis, Promotional Strategies, Marketing Strategies, Marketing Communications, Digital Marketing, Product Marketing, Retail Store Operations, Merchandising, Sales Strategy, Visual Merchandising, Customer Engagement, Digital Transformation, Market Analysis, E-Commerce, Social Media Marketing",4.9,7
